Text,Predicted Class,Prediction Score,Highestest Toxicity Class,Toxicity Score
"Mr. Wikipedia, 

 I don't know what should I call it. An e book, free of cost or a person who helps me in everything.  

 I'm a university student. To buy books cost me tons on money. Wikipedia helps me save a lot of money which i would had rather spend it on expensive books. It is the best resource to get knowledge, and to teach yourself.  

 Not much of my friends use it but my professor recommend it to me. I first use it but didn't like that much. But as I start to use it on a daily basis, it helps me whatever i wanted to know and teach myself. And the best thing about Wikipedia is it helps me save my time. You just have to type in the topic and answer appears with the blink of an eye. As it is waiting for you.  

 Wikipedia is the resource available to everyone for free. It is not the property of the rich, but it is like a professor available worldwide. Even the poor people have access to it for free, who usually never spend money to buy books because they don't have it. 
 Wikipedia should had been be available at least 10 years ago. We can get from books, newspapers, Google but it is just too much you don't wanted to know. But Wikipedia shows you what we are actually looking for.",obscene,3.0737494e-05,obscene,3.0737494e-05
""" 

 ::::What is wrong with you? Edits on Wikipedia don't need approval, much less yours? I have never in my entire time editing here ever run into someone like you. You literally OWN every article on your watchlist, don't you? This is so frustrating. You are the reason editors give up around here. Unfortunately for you, I don't. I'm reverting your ridiculous edit. I'm getting sick and tired of this game you play on every article I add an image to. – Kerαunoςcopia◁ """,toxic,0.995337,insult,0.009245217
Better luck next time (for my ego is greater than yours).,obscene,0.00016634876,obscene,0.00016634876
NVM. I was right. Being stupid. Didn't see the explanation at the top of the section.,insult,0.704689,insult,0.704689
REDIRECT Talk:Shout It Out (Patrice Rushen album),obscene,5.3298045e-05,obscene,5.3298045e-05
I DONT KNO BUT I WOULD RETHER HAVE HIGH SKOOL DIPLOMA THAN GED I MEAN IT DEPENDES ON HOW HARD U WANT TO WORK IN SKOOL.,insult,6.381119e-05,insult,6.381119e-05
""" 

 ::I don't believe Stan was like that because he had his memory erased a few times. First of all if the doctor wanted to, """"tweak his employees' brains rather than pay unemployment, or get sued, etc,"""" then Stan would have had to submit to the procedure. There's no way that the doctor could've done the procedure to anyone without their consent and no way that he could've tricked anyone into erasing their memory. Even if Stan wanted to erase some of his memories about something else the doctor couldn't have """"gone behind his back"""" and erased different memories. All the memories that were to be erased had to be """"mapped"""" before the procedure.  """,toxic,0.001298575,obscene,0.00013141206
"I'm in the process of editing this artile for brevity section-by-section.  Feel free to pick-up where I left off.  When finished, I hope to be able to merge this page back into the main Alaska Aces article.",obscene,0.00013851034,obscene,0.00013851034
"thats right nigga! call us jack the rippas!  we gonna vandalize now cause its our hood bitches! we own wikipedia, geek capitol of the world, you and your nonsense about fuckin birds!",toxic,0.9999728,obscene,0.99995327
"::::I'm happy to clarify any argument that you find inadequate. Sometimes, it's self-evident, pointing out that something is notable seems sufficient. But I'm always willing to expand on the reasoning: substantial coverage in reliable independent sources. ;)",obscene,9.664083e-05,obscene,9.664083e-05
"I will say anything with the name Dorothy M Murdock  on it is poorly resourced though, but for different reasons. Pandering to cult how pathetic",insult,0.015358381,insult,0.015358381
"""::This coming from a nationalist copy paster is really hillarious... In our """"discussion"""" regarding the Macedonian issue, your learned and academic questions were nought but blunt, unedited, unread pastes from  http://www.historyofmacedonia.org/ !!!!!...It seems that your academic background starts and ends in such sites... Pity...    

 """,insult,6.48805e-05,insult,6.48805e-05
"""==December 2015== 
 You are editing disruptively and favoring your own WP:POV. Changing a quote here to what you consider """"the intent"""" of the source — changing an actual quote to what you think the source ought to have written — is simply unconscionable. I can't find the actual wording quoted — it was perhaps in note 7, McCaffrey, which is """"page not found"""" — but all the numerous accessible sources excepting only CNN say """"worst pedophile"""", not """"worst child sexual abuser"""". It's not for you to say what they 'really meant'. Anything more like that and I will block you indefinitely for not being here to create an encyclopedia.  |  .""",toxic,0.002844489,insult,0.00040852805
:::Here is my contribution which has been deleted by Ted Wilkes:  He has also deleted other relevant passages from the Talk:Elvis Presley page.,insult,3.3686367e-05,insult,3.3686367e-05
"== stupid == 

 HE WAS GAY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",toxic,0.9996736,identity_hate,0.9976527
""" 
 :Possibly the reasoning was, """"Roosevelt invited the war in order to get reelected."""" It may happen with two-term US presidents, but they have only one chance.    

 == Vice president eligibility == 

 """"A very popular president runs as the vice president during an election, but everyone knows they are really voting for him. After the election, the president resigns."""" This popular vice president who becomes president again would have the support of the people, in order to win votes, and maybe also the support of US Congress, but it would reasonably count as being reelected again. In fact, there are situations like the current president of Turkey that are very similar to this. (In his case, he couldn't become prime minister again.)   """,obscene,6.214069e-05,obscene,6.214069e-05
You freakin moron. Cry me a river,toxic,0.9998516,insult,0.99912375
""" August 2011 (UTC) 
 :::::Sorry, I don't get that last bit. What do you mean by the """"problematic cell"""" and what are you suggesting we merge it into?   10:28, 12""",obscene,6.158926e-05,obscene,6.158926e-05
"== New binary template == 

 I think I've got a much better version of the binary template, with a maximum input value of 134,217,727. If you want to replace template:binary, just copy it from . WS",obscene,9.205979e-05,obscene,9.205979e-05
"== Requested move == 

  

 :2014 South Korean ferry capsizing →  – A more sensible title. Also fits nicely with Sinking of the RMS Titanic and Sinking of the RMS Lusitania. '''' ⡭ ₪ ·o' ⍦ ࿂",obscene,9.088139e-05,obscene,9.088139e-05
Ok please do help when you have time...,obscene,5.6183842e-05,obscene,5.6183842e-05
""" 
 ::Soham321, did you read what Joshua Jonathan just said? """,obscene,5.813317e-05,obscene,5.813317e-05
":What's the problem, you were hoping to get a couple more acts of vandalism in before we catch you?  Please don't make a fool of yourself; within two minutes of creating your account, you created MORON%21, then rushed over to redirect George W. Bush to it. What was next on your plan?  Improve the references section for the Quantum mechanics article?  Give me a break.",toxic,0.950559,insult,0.008442197
::Thanks very much Mr Stupid says:-) I must have pondered over this for an hour or more!,toxic,0.9570324,insult,0.13551961
""" 
 :Id be glad to, if I did not have to read some inane accusation about """"POV pushing"""" for removing spam, followed by asinine accusations of hounding somebody to places I had already been. '''''' - """,obscene,6.380614e-05,obscene,6.380614e-05
"== Muzejski vodnik == 

 Pozdravljeni, 
 Gottfried Plehn, ki dela seznam slovenskih muzejev na Wikipedii nas je prosil, če bi vam lahko poslali Vodnik po slovenskih muzejih, ki jih imamo na zalogi tukaj v Pokrajinskem muzeju Murska Sobota. 
 Omenil je samo vaš vzdevek, lahko me kontaktirate na pošto: metka.fujs@guest.arnes.si 
 Pošljite mi vaš naslov pa vam pošljemo vodnik po pošti. 

 Lep pozdrav  

 Metka Fujs",obscene,0.9992811,obscene,0.9992811
::::::::::::re... bisous... finalement cela semble s'arranger:,insult,0.0005344982,insult,0.0005344982
::The magic of the picture hook - even the Nazis and Hitler are powerless against it.,toxic,0.97614235,identity_hate,0.0001443679
""" 

 I never made any judgements about the quality of the other productions. The greatest concern you have brought up is a clear lack of professionalism, tact, and objectivity. I doubt Wikipedia or any other professional institution would accept your words as being representative of their own. You have failed to address several concerns and FACTS being brought up about the topic, and I do not wish to continue this """"debate"""" with you. I would like to speak to another moderator, who, hopefully, will display the positive qualities you seem to lack.""",obscene,9.984917e-05,obscene,9.984917e-05
]. Can the IP be blocked?,obscene,2.7207243e-05,obscene,2.7207243e-05
